Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\dui70.dll

File Type: DLL

  Section contains the following exports for DUI70.dll

    00000000 characteristics
     E9BCC11 time date stamp
        0.00 version
           1 ordinal base
        4321 number of functions
        4321 number of names

    ordinal hint RVA      name

        310  135 000E6CB0 ??0ToggleProxy@DirectUI@@QEAA@XZ
        311  136 00095580 ??0TouchButton@DirectUI@@QEAA@XZ
        312  137 000955D0 ??0TouchCheckBox@DirectUI@@QEAA@XZ
        313  138 00095600 ??0TouchCheckBoxGlyph@DirectUI@@QEAA@XZ
        314  139 00095630 ??0TouchCommandButton@DirectUI@@QEAA@XZ
        315  13A 0009BC60 ??0TouchEdit2@DirectUI@@QEAA@XZ
        316  13B 00040110 ??0TouchHWNDElement@DirectUI@@QEAA@XZ
        317  13C 00095660 ??0TouchHyperLink@DirectUI@@QEAA@XZ
        318  13D 00095690 ??0TouchRepeatButton@DirectUI@@QEAA@XZ
        319  13E 000B5C90 ??0TouchScrollBar@DirectUI@@QEAA@XZ
        320  13F 000B04F0 ??0TouchSelect@DirectUI@@QEAA@XZ
        321  140 000B05B0 ??0TouchSelectItem@DirectUI@@QEAA@XZ
        322  141 00081660 ??0UnknownElement@DirectUI@@QEAA@AEBV01@@Z
        323  142 00081690 ??0UnknownElement@DirectUI@@QEAA@XZ
        324  143 000EDD10 ??0ValueProvider@DirectUI@@QEAA@XZ
        325  144 000EDD50 ??0ValueProxy@DirectUI@@QEAA@$$QEAV01@@Z
        326  145 000EDD50 ??0ValueProxy@DirectUI@@QEAA@AEBV01@@Z
        327  146 000EDD70 ??0ValueProxy@DirectUI@@QEAA@XZ
        328  147 0008B100 ??0VerticalFlowLayout@DirectUI@@QEAA@AEBV01@@Z
        329  148 00039190 ??0VerticalFlowLayout@DirectUI@@QEAA@XZ
        330  149 0006FA30 ??0Viewer@DirectUI@@QEAA@AEBV01@@Z
        331  14A 0000B7A0 ??0Viewer@DirectUI@@QEAA@XZ
        332  14B 000C7470 ??0XBaby@DirectUI@@QEAA@AEBV01@@Z
        333  14C 000C7510 ??0XBaby@DirectUI@@QEAA@XZ
        334  14D 0008B170 ??0XElement@DirectUI@@QEAA@AEBV01@@Z
        335  14E 000C7570 ??0XElement@DirectUI@@QEAA@XZ
        336  14F 00046990 ??0XHost@DirectUI@@QEAA@XZ
        337  150 0008B1D0 ??0XProvider@DirectUI@@QEAA@AEBV01@@Z
        338  151 000C75C0 ??0XProvider@DirectUI@@QEAA@XZ
        339  152 0008B210 ??0XResourceProvider@DirectUI@@QEAA@$$QEAV01@@Z
        340  153 0008B210 ??0XResourceProvider@DirectUI@@QEAA@AEBV01@@Z
        341  154 0008B360 ??0XResourceProvider@DirectUI@@QEAA@XZ
        342  155 000E5C10 ??1?$PatternProvider@VExpandCollapseProvider@DirectUI@@UIExpandCollapseProvider@@$00@DirectUI@@UEAA@XZ
        343  156 000E85D0 ??1?$PatternProvider@VGridItemProvider@DirectUI@@UIGridItemProvider@@$01@DirectUI@@UEAA@XZ
        344  157 000E8C90 ??1?$PatternProvider@VGridProvider@DirectUI@@UIGridProvider@@$02@DirectUI@@UEAA@XZ
        345  158 000E5C70 ??1?$PatternProvider@VInvokeProvider@DirectUI@@UIInvokeProvider@@$0A@@DirectUI@@UEAA@XZ
        346  159 000E5CD0 ??1?$PatternProvider@VRangeValueProvider@DirectUI@@UIRangeValueProvider@@$03@DirectUI@@UEAA@XZ
        347  15A 000EA1B0 ??1?$PatternProvider@VScrollItemProvider@DirectUI@@UIScrollItemProvider@@$05@DirectUI@@UEAA@XZ
        348  15B 000E5D30 ??1?$PatternProvider@VScrollProvider@DirectUI@@UIScrollProvider@@$04@DirectUI@@UEAA@XZ
        349  15C 000E5D90 ??1?$PatternProvider@VSelectionItemProvider@DirectUI@@UISelectionItemProvider@@$06@DirectUI@@UEAA@XZ
        350  15D 000EB6C0 ??1?$PatternProvider@VSelectionProvider@DirectUI@@UISelectionProvider@@$07@DirectUI@@UEAA@XZ
        351  15E 000EBE30 ??1?$PatternProvider@VTableItemProvider@DirectUI@@UITableItemProvider@@$09@DirectUI@@UEAA@XZ
        352  15F 000EC4C0 ??1?$PatternProvider@VTableProvider@DirectUI@@UITableProvider@@$08@DirectUI@@UEAA@XZ
        353  160 000E6CD0 ??1?$PatternProvider@VToggleProvider@DirectUI@@UIToggleProvider@@$0L@@DirectUI@@UEAA@XZ
        354  161 000EDD90 ??1?$PatternProvider@VValueProvider@DirectUI@@UIValueProvider@@$0M@@DirectUI@@UEAA@XZ
        355  162 000E6D30 ??1?$SafeArrayAccessor@H@DirectUI@@QEAA@XZ
        356  163 0000C240 ??1AccessibleButton@DirectUI@@UEAA@XZ
        357  164 000BD780 ??1AnimationStrip@DirectUI@@UEAA@XZ
        358  165 0000C240 ??1AutoButton@DirectUI@@UEAA@XZ
        359  166 00069190 ??1AutoLock@DirectUI@@QEAA@XZ
        360  167 000691B0 ??1AutoThread@DirectUI@@QEAA@XZ
        361  168 000691C0 ??1AutoVariant@DirectUI@@QEAA@XZ
        362  169 00094350 ??1BaseScrollViewer@DirectUI@@UEAA@XZ
        363  16A 00049460 ??1Bind@DirectUI@@UEAA@XZ
        364  16B 000C49E0 ??1BorderLayout@DirectUI@@UEAA@XZ
        365  16C 00049460 ??1Browser@DirectUI@@UEAA@XZ
        366  16D 0000C240 ??1Button@DirectUI@@UEAA@XZ
        367  16E 00049300 ??1CCAVI@DirectUI@@UEAA@XZ
        368  16F 00049300 ??1CCBase@DirectUI@@UEAA@XZ
        369  170 00049300 ??1CCBaseCheckRadioButton@DirectUI@@UEAA@XZ
        370  171 00049300 ??1CCBaseScrollBar@DirectUI@@UEAA@XZ
        371  172 00049300 ??1CCCheckBox@DirectUI@@UEAA@XZ
        372  173 00049300 ??1CCCommandLink@DirectUI@@UEAA@XZ
        373  174 00049300 ??1CCHScrollBar@DirectUI@@UEAA@XZ
        374  175 00049300 ??1CCListBox@DirectUI@@UEAA@XZ
        375  176 00049300 ??1CCListView@DirectUI@@UEAA@XZ
        376  177 00049300 ??1CCProgressBar@DirectUI@@UEAA@XZ
        377  178 00049300 ??1CCPushButton@DirectUI@@UEAA@XZ
        378  179 00049300 ??1CCRadioButton@DirectUI@@UEAA@XZ
        379  17A 00049300 ??1CCSysLink@DirectUI@@UEAA@XZ
        380  17B 00049300 ??1CCTrackBar@DirectUI@@UEAA@XZ
        381  17C 00049300 ??1CCTreeView@DirectUI@@UEAA@XZ
        382  17D 00049300 ??1CCVScrollBar@DirectUI@@UEAA@XZ
        383  17E 00040310 ??1CallstackTracker@DirectUI@@QEAA@XZ
        384  17F 0000C240 ??1CheckBoxGlyph@DirectUI@@UEAA@XZ
        385  180 00046810 ??1ClassInfoBase@DirectUI@@UEAA@XZ
        386  181 00049460 ??1Clipper@DirectUI@@UEAA@XZ
        387  182 00085570 ??1Combobox@DirectUI@@UEAA@XZ
        388  183 0002B420 ??1CritSecLock@DirectUI@@QEAA@XZ
        389  184 000476F0 ??1DCSurface@DirectUI@@UEAA@XZ
        390  185 0008B380 ??1DUIFactory@DirectUI@@QEAA@XZ
        391  186 00029AF0 ??1DUIXmlParser@DirectUI@@UEAA@XZ
        392  187 000832E0 ??1DialogElement@DirectUI@@UEAA@XZ
        393  188 00040E10 ??1DuiAccessible@DirectUI@@UEAA@XZ
        394  189 00084B10 ??1Edit@DirectUI@@UEAA@XZ
        395  18A 0000C420 ??1Element@DirectUI@@UEAA@XZ
        396  18B 00040EA0 ??1ElementProvider@DirectUI@@UEAA@XZ
        397  18C 00049460 ??1ElementWithHWND@DirectUI@@UEAA@XZ
        398  18D 000E5DF0 ??1ExpandCollapseProvider@DirectUI@@UEAA@XZ
        399  18E 00049460 ??1Expandable@DirectUI@@UEAA@XZ
        400  18F 00049460 ??1Expando@DirectUI@@UEAA@XZ
        401  190 0000C240 ??1ExpandoButtonGlyph@DirectUI@@UEAA@XZ
        402  191 00046950 ??1FillLayout@DirectUI@@UEAA@XZ
        403  192 0000D600 ??1FlowLayout@DirectUI@@UEAA@XZ
        404  193 000C6BD0 ??1FontCheckOut@DirectUI@@QEAA@XZ
        405  194 000E8630 ??1GridItemProvider@DirectUI@@UEAA@XZ
        406  195 00003CF0 ??1GridLayout@DirectUI@@UEAA@XZ
        407  196 000E8CF0 ??1GridProvider@DirectUI@@UEAA@XZ
        408  197 00040C70 ??1HWNDElement@DirectUI@@UEAA@XZ
        409  198 00040E10 ??1HWNDElementAccessible@DirectUI@@UEAA@XZ
        410  199 00049320 ??1HWNDElementProvider@DirectUI@@UEAA@XZ
        411  19A 0000AC20 ??1HWNDHost@DirectUI@@UEAA@XZ
        412  19B 00040E10 ??1HWNDHostAccessible@DirectUI@@UEAA@XZ
        413  19C 00040E10 ??1HWNDHostClientAccessible@DirectUI@@UEAA@XZ
        414  19D 000CA7D0 ??1IDataEngine@DirectUI@@UEAA@XZ
        415  19E 000CA7D0 ??1IDataEntry@DirectUI@@UEAA@XZ
        416  19F 000E96B0 ??1InvokeHelper@DirectUI@@UEAA@XZ
        417  1A0 000E5E00 ??1InvokeProvider@DirectUI@@UEAA@XZ
        418  1A1 00086C00 ??1ItemList@DirectUI@@UEAA@XZ
        419  1A2 00029980 ??1Layout@DirectUI@@UEAA@XZ
        420  1A3 00040310 ??1LinkedList@DirectUI@@QEAA@XZ
        421  1A4 00049460 ??1Macro@DirectUI@@UEAA@XZ
        422  1A5 00045E10 ??1ModernProgressBar@DirectUI@@UEAA@XZ
        423  1A6 000BE140 ??1ModernProgressRing@DirectUI@@UEAA@XZ
        424  1A7 000FB030 ??1Movie@DirectUI@@UEAA@XZ
        425  1A8 00047090 ??1NativeHWNDHost@DirectUI@@UEAA@XZ
        426  1A9 0000C240 ??1Navigator@DirectUI@@UEAA@XZ
        427  1AA 000C4E70 ??1NineGridLayout@DirectUI@@UEAA@XZ
        428  1AB 000CED40 ??1PText@DirectUI@@UEAA@XZ
        429  1AC 00049460 ??1Page@DirectUI@@UEAA@XZ
        430  1AD 00049460 ??1Pages@DirectUI@@UEAA@XZ
        431  1AE 00087260 ??1Progress@DirectUI@@UEAA@XZ
        432  1AF 00076FE0 ??1Proxy@DirectUI@@UEAA@XZ
        433  1B0 0000C240 ??1PushButton@DirectUI@@UEAA@XZ
        434  1B1 0000C240 ??1RadioButtonGlyph@DirectUI@@UEAA@XZ
        435  1B2 000E5E10 ??1RangeValueProvider@DirectUI@@UEAA@XZ
        436  1B3 00089950 ??1RefPointElement@DirectUI@@UEAA@XZ
        437  1B4 000E96B0 ??1RefcountBase@DirectUI@@UEAA@XZ
        438  1B5 0000C240 ??1RepeatButton@DirectUI@@UEAA@XZ
        439  1B6 00049460 ??1Repeater@DirectUI@@UEAA@XZ
        440  1B7 0003EC00 ??1ResourceModuleHandles@DirectUI@@QEAA@XZ
        441  1B8 0008B390 ??1RichText@DirectUI@@UEAA@XZ
        442  1B9 000C5310 ??1RowLayout@DirectUI@@UEAA@XZ
        443  1BA 00093510 ??1ScrollBar@DirectUI@@UEAA@XZ
        444  1BB 000EA210 ??1ScrollItemProvider@DirectUI@@UEAA@XZ
        445  1BC 000E5E20 ??1ScrollProvider@DirectUI@@UEAA@XZ
        446  1BD 00094350 ??1ScrollViewer@DirectUI@@UEAA@XZ
        447  1BE 000E5E30 ??1SelectionItemProvider@DirectUI@@UEAA@XZ
        448  1BF 000EB720 ??1SelectionProvider@DirectUI@@UEAA@XZ
        449  1C0 00086C00 ??1Selector@DirectUI@@UEAA@XZ
        450  1C1 00086C00 ??1SelectorNoDefault@DirectUI@@UEAA@XZ
        451  1C2 00033800 ??1ShellBorderLayout@DirectUI@@UEAA@XZ
        452  1C3 00094350 ??1StyledScrollViewer@DirectUI@@UEAA@XZ
        453  1C4 000476F0 ??1Surface@DirectUI@@UEAA@XZ
        454  1C5 000EBE90 ??1TableItemProvider@DirectUI@@UEAA@XZ
        455  1C6 000C5EB0 ??1TableLayout@DirectUI@@UEAA@XZ
        456  1C7 000EC520 ??1TableProvider@DirectUI@@UEAA@XZ
        457  1C8 000CF410 ??1TaskPage@DirectUI@@UEAA@XZ
        458  1C9 00049460 ??1TextGraphic@DirectUI@@UEAA@XZ
        459  1CA 0000C240 ??1Thumb@DirectUI@@UEAA@XZ
        460  1CB 000E6D50 ??1ToggleProvider@DirectUI@@UEAA@XZ
        461  1CC 000956E0 ??1TouchButton@DirectUI@@UEAA@XZ
        462  1CD 000956E0 ??1TouchCheckBox@DirectUI@@UEAA@XZ
        463  1CE 000956E0 ??1TouchCheckBoxGlyph@DirectUI@@UEAA@XZ
        464  1CF 00047DA0 ??1TouchHWNDElement@DirectUI@@UEAA@XZ
        465  1D0 000956E0 ??1TouchHyperLink@DirectUI@@UEAA@XZ
        466  1D1 000B5D90 ??1TouchScrollBar@DirectUI@@UEAA@XZ
        467  1D2 000B07A0 ??1TouchSelect@DirectUI@@UEAA@XZ
        468  1D3 000B0800 ??1TouchSelectItem@DirectUI@@UEAA@XZ
        469  1D4 000816C0 ??1UnknownElement@DirectUI@@UEAA@XZ
        470  1D5 000EDDF0 ??1ValueProvider@DirectUI@@UEAA@XZ
        471  1D6 00038FC0 ??1VerticalFlowLayout@DirectUI@@UEAA@XZ
        472  1D7 00049610 ??1Viewer@DirectUI@@UEAA@XZ
        473  1D8 000C7650 ??1XBaby@DirectUI@@UEAA@XZ
        474  1D9 000C76B0 ??1XElement@DirectUI@@UEAA@XZ
        475  1DA 00040310 ??1XHost@DirectUI@@QEAA@XZ
        476  1DB 000C76F0 ??1XProvider@DirectUI@@UEAA@XZ
        477  1DC 00064B30 ??4?$FunctionDefinition@H@DUIXmlParser@DirectUI@@QEAAAEAU012@$$QEAU012@@Z
        478  1DD 00064B10 ??4?$FunctionDefinition@H@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        479  1DE 00064B30 ??4?$FunctionDefinition@K@DUIXmlParser@DirectUI@@QEAAAEAU012@$$QEAU012@@Z
        480  1DF 00064B10 ??4?$FunctionDefinition@K@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        481  1E0 00064B30 ??4?$FunctionDefinition@PEAVValue@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@$$QEAU012@@Z
        482  1E1 00064B10 ??4?$FunctionDefinition@PEAVValue@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        483  1E2 00064B30 ??4?$FunctionDefinition@UScaledRECT@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@$$QEAU012@@Z
        484  1E3 00064B10 ??4?$FunctionDefinition@UScaledRECT@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        485  1E4 00064B30 ??4?$FunctionDefinition@UScaledSIZE@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@$$QEAU012@@Z
        486  1E5 00064B10 ??4?$FunctionDefinition@UScaledSIZE@DirectUI@@@DUIXmlParser@DirectUI@@QEAAAEAU012@AEBU012@@Z
        487  1E6 000C6790 ??4ACCESSIBLEROLE@AccessibleButton@DirectUI@@QEAAAEAU012@$$QEAU012@@Z
        488  1E7 000C67C0 ??4ACCESSIBLEROLE@AccessibleButton@DirectUI@@QEAAAEAU012@AEBU012@@Z
        489  1E8 0008B4F0 ??4AccessibleButton@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        490  1E9 0008B4F0 ??4AccessibleButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        491  1EA 0008B540 ??4AnimationStrip@DirectUI@@QEAAAEAV01@AEBV01@@Z
        492  1EB 0008B4F0 ??4AutoButton@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        493  1EC 0008B4F0 ??4AutoButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        494  1ED 000650E0 ??4AutoLock@DirectUI@@QEAAAEAV01@AEBV01@@Z
        495  1EE 00046990 ??4AutoThread@DirectUI@@QEAAAEAV01@AEBV01@@Z
        496  1EF 000653C0 ??4AutoVariant@DirectUI@@QEAAAEAV01@AEBV01@@Z
        497  1F0 0006FBD0 ??4BaseScrollBar@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        498  1F1 0006FBD0 ??4BaseScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        499  1F2 0006FBE0 ??4BaseScrollViewer@DirectUI@@QEAAAEAV01@AEBV01@@Z
        500  1F3 000692F0 ??4Bind@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        501  1F4 000692F0 ??4Bind@DirectUI@@QEAAAEAV01@AEBV01@@Z
        502  1F5 0008B5E0 ??4BorderLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        503  1F6 0008B610 ??4Browser@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        504  1F7 0008B610 ??4Browser@DirectUI@@QEAAAEAV01@AEBV01@@Z
        505  1F8 00064C50 ??4BrowserSelectionProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        506  1F9 00064C50 ??4BrowserSelectionProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        507  1FA 0006FC50 ??4Button@DirectUI@@QEAAAEAV01@AEBV01@@Z
        508  1FB 0006FC90 ??4CCAVI@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        509  1FC 0006FC90 ??4CCAVI@DirectUI@@QEAAAEAV01@AEBV01@@Z
        510  1FD 0006FCB0 ??4CCBase@DirectUI@@QEAAAEAV01@AEBV01@@Z
        511  1FE 0006FC90 ??4CCBaseCheckRadioButton@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        512  1FF 0006FC90 ??4CCBaseCheckRadioButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        513  200 0006FD10 ??4CCBaseScrollBar@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        514  201 0006FD10 ??4CCBaseScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        515  202 0006FC90 ??4CCCheckBox@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        516  203 0006FC90 ??4CCCheckBox@DirectUI@@QEAAAEAV01@AEBV01@@Z
        517  204 0006FC90 ??4CCCommandLink@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        518  205 0006FC90 ??4CCCommandLink@DirectUI@@QEAAAEAV01@AEBV01@@Z
        519  206 0006FD50 ??4CCHScrollBar@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        520  207 0006FD50 ??4CCHScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        521  208 0006FC90 ??4CCListBox@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        522  209 0006FC90 ??4CCListBox@DirectUI@@QEAAAEAV01@AEBV01@@Z
        523  20A 0006FC90 ??4CCListView@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        524  20B 0006FC90 ??4CCListView@DirectUI@@QEAAAEAV01@AEBV01@@Z
        525  20C 0006FC90 ??4CCProgressBar@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        526  20D 0006FC90 ??4CCProgressBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        527  20E 0006FC90 ??4CCPushButton@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        528  20F 0006FC90 ??4CCPushButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        529  210 0006FC90 ??4CCRadioButton@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        530  211 0006FC90 ??4CCRadioButton@DirectUI@@QEAAAEAV01@AEBV01@@Z
        531  212 0006FC90 ??4CCSysLink@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        532  213 0006FC90 ??4CCSysLink@DirectUI@@QEAAAEAV01@AEBV01@@Z
        533  214 0006FC90 ??4CCTrackBar@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        534  215 0006FC90 ??4CCTrackBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        535  216 0006FC90 ??4CCTreeView@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        536  217 0006FC90 ??4CCTreeView@DirectUI@@QEAAAEAV01@AEBV01@@Z
        537  218 0006FD50 ??4CCVScrollBar@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        538  219 0006FD50 ??4CCVScrollBar@DirectUI@@QEAAAEAV01@AEBV01@@Z
        539  21A 000692C0 ??4CallstackTracker@DirectUI@@QEAAAEAV01@AEBV01@@Z
        540  21B 0006FC50 ??4CheckBoxGlyph@DirectUI@@QEAAAEAV01@AEBV01@@Z
        541  21C 00064C50 ??4ClassInfoBase@DirectUI@@QEAAAEAV01@AEBV01@@Z
        542  21D 000692F0 ??4Clipper@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        543  21E 000692F0 ??4Clipper@DirectUI@@QEAAAEAV01@AEBV01@@Z
        544  21F 00069C20 ??4Combobox@DirectUI@@QEAAAEAV01@AEBV01@@Z
        545  220 000650E0 ??4CritSecLock@DirectUI@@QEAAAEAV01@AEBV01@@Z
        546  221 00064C50 ??4DCSurface@DirectUI@@QEAAAEAV01@AEBV01@@Z
        547  222 00065410 ??4DUIFactory@DirectUI@@QEAAAEAV01@AEBV01@@Z
        548  223 000650F0 ??4DUIXmlParser@DirectUI@@QEAAAEAV01@AEBV01@@Z
        549  224 000832F0 ??4DialogElement@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        550  225 000832F0 ??4DialogElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        551  226 00083340 ??4DialogElementCore@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        552  227 000653C0 ??4DialogElementCore@DirectUI@@QEAAAEAV01@AEBV01@@Z
        553  228 00046990 ??4DuiNavigate@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        554  229 00046990 ??4DuiNavigate@DirectUI@@QEAAAEAV01@AEBV01@@Z
        555  22A 00069C20 ??4Edit@DirectUI@@QEAAAEAV01@AEBV01@@Z
        556  22B 00065260 ??4Element@DirectUI@@QEAAAEAV01@AEBV01@@Z
        557  22C 00046990 ??4ElementProviderManager@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        558  22D 00046990 ??4ElementProviderManager@DirectUI@@QEAAAEAV01@AEBV01@@Z
        559  22E 00064C50 ??4ElementProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        560  22F 00064C50 ??4ElementProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        561  230 000692F0 ??4ElementWithHWND@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        562  231 000692F0 ??4ElementWithHWND@DirectUI@@QEAAAEAV01@AEBV01@@Z
        563  232 00046990 ??4EventManager@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        564  233 00046990 ??4EventManager@DirectUI@@QEAAAEAV01@AEBV01@@Z
        565  234 00064C50 ??4ExpandCollapseProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        566  235 00064C50 ??4ExpandCollapseProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        567  236 000692F0 ??4Expandable@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        568  237 000692F0 ??4Expandable@DirectUI@@QEAAAEAV01@AEBV01@@Z
        569  238 0006FEE0 ??4Expando@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        570  239 0006FEE0 ??4Expando@DirectUI@@QEAAAEAV01@AEBV01@@Z
        571  23A 0006FC50 ??4ExpandoButtonGlyph@DirectUI@@QEAAAEAV01@AEBV01@@Z
        572  23B 00046990 ??4Expression@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        573  23C 00046990 ??4Expression@DirectUI@@QEAAAEAV01@AEBV01@@Z
        574  23D 0008B650 ??4FillLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        575  23E 0008B680 ??4FlowLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        576  23F 00046990 ??4FontCache@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        577  240 00046990 ??4FontCache@DirectUI@@QEAAAEAV01@AEBV01@@Z
        578  241 000653C0 ??4FontCheckOut@DirectUI@@QEAAAEAV01@AEBV01@@Z
        579  242 00064C50 ??4GridItemProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        580  243 00064C50 ??4GridItemProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        581  244 0008B6E0 ??4GridLayout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        582  245 00064C50 ??4GridProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        583  246 00064C50 ??4GridProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        584  247 00069310 ??4HWNDElement@DirectUI@@QEAAAEAV01@AEBV01@@Z
        585  248 00064C50 ??4HWNDElementProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        586  249 00064C50 ??4HWNDElementProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        587  24A 00069C40 ??4HWNDHost@DirectUI@@QEAAAEAV01@AEBV01@@Z
        588  24B 00046990 ??4IDataEngine@DirectUI@@QEAAAEAU01@AEBU01@@Z
        589  24C 00046990 ??4IDataEntry@DirectUI@@QEAAAEAU01@AEBU01@@Z
        590  24D 00046990 ??4IProvider@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        591  24E 00046990 ??4IProvider@DirectUI@@QEAAAEAV01@AEBV01@@Z
        592  24F 00046990 ??4ISBLeak@DirectUI@@QEAAAEAU01@$$QEAU01@@Z
        593  250 00046990 ??4ISBLeak@DirectUI@@QEAAAEAU01@AEBU01@@Z
        594  251 00046990 ??4IXElementCP@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        595  252 00046990 ??4IXElementCP@DirectUI@@QEAAAEAV01@AEBV01@@Z
        596  253 00046990 ??4IXProviderCP@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        597  254 00046990 ??4IXProviderCP@DirectUI@@QEAAAEAV01@AEBV01@@Z
        598  255 00046990 ??4InvokeManager@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        599  256 00046990 ??4InvokeManager@DirectUI@@QEAAAEAV01@AEBV01@@Z
        600  257 00064C50 ??4InvokeProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        601  258 00064C50 ??4InvokeProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        602  259 00065380 ??4Layout@DirectUI@@QEAAAEAV01@AEBV01@@Z
        603  25A 00064B10 ??4LinkedList@DirectUI@@QEAAAEAV01@AEBV01@@Z
        604  25B 00064B30 ??4LinkedListNode@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        605  25C 00064B10 ??4LinkedListNode@DirectUI@@QEAAAEAV01@AEBV01@@Z
        606  25D 0008B730 ??4Macro@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        607  25E 0008B730 ??4Macro@DirectUI@@QEAAAEAV01@AEBV01@@Z
        608  25F 00064C50 ??4ModernProgressBarRangeValueProxy@DirectUI@@QEAAAEAV01@$$QEAV01@@Z
        609  260 00064C50 ??4ModernProgressBarRangeValueProxy@DirectUI@@QEAAAEAV01@AEBV01@@Z
        610  261 000CFDB0 ??4Movie@DirectUI@@QEAAAEAV01@AEBV01@@Z
        611  262 00086F70 ??4NativeHWNDHost@DirectUI@@QEAAAEAV01@AEBV01@@Z
        612  263 000653A0 ??4NavReference@DirectUI@@QEAAAEAU01@$$QEAU01@@Z
        613  264 000653C0 ??4NavReference@DirectUI@@QEAAAEAU01@AEBU01@@Z
        614  265 000653E0 ??4NavScoring@DirectUI@@QEAAAEAU01@$$QEAU01@@Z
        615  266 00065410 ??4NavScoring@DirectUI@@QEAAAEAU01@AEBU01@@Z
