Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\icuuc.dll

File Type: DLL

  Section contains the following exports for icuuc.dll

    00000000 characteristics
    A6331E83 time date stamp
        0.00 version
           1 ordinal base
        2815 number of functions
        2815 number of names

    ordinal hint RVA      name

        292  123 00007F50 ??1ParsePosition@icu@@UEAA@XZ
        293  124 00006EC0 ??1ReorderingBuffer@icu@@QEAA@XZ
        294  125 00007F50 ??1Replaceable@icu@@UEAA@XZ
        295  126 000468F0 ??1ResourceBundle@icu@@UEAA@XZ
        296  127 00007F50 ??1ResourceSink@icu@@UEAA@XZ
        297  128 00007F50 ??1ResourceValue@icu@@UEAA@XZ
        298  129 0003E8E0 ??1RuleBasedBreakIterator@icu@@UEAA@XZ
        299  12A 00007F50 ??1ServiceListener@icu@@UEAA@XZ
        300  12B 00007F50 ??1SharedObject@icu@@UEAA@XZ
        301  12C 00047CC0 ??1SimpleFactory@icu@@UEAA@XZ
        302  12D 00027D90 ??1SimpleFilteredBreakIteratorBuilder@icu@@UEAA@XZ
        303  12E 0004AE70 ??1SimpleFormatter@icu@@QEAA@XZ
        304  12F 0004ABE0 ??1SimpleLocaleKeyFactory@icu@@UEAA@XZ
        305  130 00047800 ??1StringCharacterIterator@icu@@UEAA@XZ
        306  131 000A2680 ??1StringEnumeration@icu@@UEAA@XZ
        307  132 0001CB40 ??1StringPair@icu@@QEAA@XZ
        308  133 0004B8C0 ??1StringTrieBuilder@icu@@MEAA@XZ
        309  134 0008AE70 ??1SymbolTable@icu@@UEAA@XZ
        310  135 00007F50 ??1UCharCharacterIterator@icu@@UEAA@XZ
        311  136 000260C0 ??1UCharsDictionaryMatcher@icu@@UEAA@XZ
        312  137 0001ECE0 ??1UCharsTrie@icu@@QEAA@XZ
        313  138 0005B2A0 ??1UCharsTrieBuilder@icu@@UEAA@XZ
        314  139 00007F50 ??1UObject@icu@@UEAA@XZ
        315  13A 0009FED0 ??1UStack@icu@@UEAA@XZ
        316  13B 000A26D0 ??1UStringEnumeration@icu@@UEAA@XZ
        317  13C 00027E80 ??1UStringSet@icu@@UEAA@XZ
        318  13D 000B2230 ??1UVector32@icu@@UEAA@XZ
        319  13E 000B2A40 ??1UVector64@icu@@UEAA@XZ
        320  13F 000B15B0 ??1UVector@icu@@UEAA@XZ
        321  140 0008A950 ??1UnicodeFilter@icu@@UEAA@XZ
        322  141 00007F50 ??1UnicodeFunctor@icu@@UEAA@XZ
        323  142 0008A970 ??1UnicodeMatcher@icu@@UEAA@XZ
        324  143 0008AE90 ??1UnicodeSet@icu@@UEAA@XZ
        325  144 0009CA10 ??1UnicodeSetIterator@icu@@UEAA@XZ
        326  145 00006E80 ??1UnicodeString@icu@@UEAA@XZ
        327  146 00007F50 ??1UnicodeStringAppendable@icu@@UEAA@XZ
        328  147 0008A4E0 ??1UnifiedCache@icu@@UEAA@XZ
        329  148 00007F50 ??1UnifiedCacheBase@icu@@UEAA@XZ
        330  149 0000C3E0 ??2UMemory@icu@@SAPEAX_K@Z
        331  14A 000174B0 ??2UMemory@icu@@SAPEAX_KPEAX@Z
        332  14B 0000C3E0 ??2UMemory@icu@@SAPEAX_KPEBDH@Z
        333  14C 0000E400 ??3UMemory@icu@@SAXPEAX0@Z
        334  14D 0000C810 ??3UMemory@icu@@SAXPEAX@Z
        335  14E 0000C810 ??3UMemory@icu@@SAXPEAXPEBDH@Z
        336  14F 0000E400 ??4?$MaybeStackArray@D$0CI@@icu@@AEAAXAEBV01@@Z
        337  150 0000E470 ??4Appendable@icu@@QEAAAEAV01@AEBV01@@Z
        338  151 0001CB70 ??4BreakIterator@icu@@IEAAAEAV01@AEBV01@@Z
        339  152 0000E470 ??4ByteSinkUtil@icu@@QEAAAEAV01@$$QEAV01@@Z
        340  153 0000E470 ??4ByteSinkUtil@icu@@QEAAAEAV01@AEBV01@@Z
        341  154 0001AE60 ??4BytesDictionaryMatcher@icu@@QEAAAEAV01@AEBV01@@Z
        342  155 0004AD80 ??4CacheKeyBase@icu@@QEAAAEAV01@AEBV01@@Z
        343  156 00017AD0 ??4Char16Ptr@icu@@QEAAAEAV01@AEBV01@@Z
        344  157 00023050 ??4CharacterIterator@icu@@IEAAAEAV01@AEBV01@@Z
        345  158 00017AD0 ??4ConstChar16Ptr@icu@@QEAAAEAV01@AEBV01@@Z
        346  159 00026680 ??4DateInterval@icu@@QEAAAEAV01@AEBV01@@Z
        347  15A 0000E470 ??4DictionaryData@icu@@QEAAAEAV01@$$QEAV01@@Z
        348  15B 0000E470 ??4DictionaryData@icu@@QEAAAEAV01@AEBV01@@Z
        349  15C 0000E470 ??4DictionaryMatcher@icu@@QEAAAEAV01@AEBV01@@Z
        350  15D 000267A0 ??4Edits@icu@@QEAAAEAV01@$$QEAV01@@Z
        351  15E 000267D0 ??4Edits@icu@@QEAAAEAV01@AEBV01@@Z
        352  15F 00027850 ??4ErrorCode@icu@@QEAAAEAV01@AEBV01@@Z
        353  160 0000E470 ??4EventListener@icu@@QEAAAEAV01@AEBV01@@Z
        354  161 0000E470 ??4FilteredBreakIteratorBuilder@icu@@QEAAAEAV01@AEBV01@@Z
        355  162 0000E470 ??4ForwardCharacterIterator@icu@@IEAAAEAV01@AEBV01@@Z
        356  163 0000E470 ??4Hangul@icu@@QEAAAEAV01@$$QEAV01@@Z
        357  164 0000E470 ??4Hangul@icu@@QEAAAEAV01@AEBV01@@Z
        358  165 0001CBD0 ??4ICUNotifier@icu@@QEAAAEAV01@AEBV01@@Z
        359  166 0000E470 ??4ICUServiceFactory@icu@@QEAAAEAV01@AEBV01@@Z
        360  167 0000E470 ??4ICU_Utility@icu@@QEAAAEAV01@$$QEAV01@@Z
        361  168 0000E470 ??4ICU_Utility@icu@@QEAAAEAV01@AEBV01@@Z
        362  169 0000E470 ??4IDNA@icu@@QEAAAEAV01@AEBV01@@Z
        363  16A 0001AE80 ??4Iterator@BytesTrie@icu@@QEAAAEAV012@AEBV012@@Z
        364  16B 0001E3D0 ??4Iterator@Edits@icu@@QEAAAEAU012@AEBU012@@Z
        365  16C 0001AEB0 ??4Iterator@UCharsTrie@icu@@QEAAAEAV012@AEBV012@@Z
        366  16D 0002A170 ??4ListFormatter@icu@@QEAAAEAV01@AEBV01@@Z
        367  16E 00007980 ??4Locale@icu@@QEAAAEAV01@AEBV01@@Z
        368  16F 0001CBF0 ??4LocaleBased@icu@@QEAAAEAV01@$$QEAV01@@Z
        369  170 00017B00 ??4LocaleBased@icu@@QEAAAEAV01@AEBV01@@Z
        370  171 0000E470 ??4LocaleDisplayNames@icu@@QEAAAEAV01@AEBV01@@Z
        371  172 0000E470 ??4LocaleUtility@icu@@QEAAAEAV01@$$QEAV01@@Z
        372  173 0000E470 ??4LocaleUtility@icu@@QEAAAEAV01@AEBV01@@Z
        373  174 0000E470 ??4MessageImpl@icu@@QEAAAEAV01@$$QEAV01@@Z
        374  175 0000E470 ??4MessageImpl@icu@@QEAAAEAV01@AEBV01@@Z
        375  176 00032370 ??4MessagePattern@icu@@QEAAAEAV01@AEBV01@@Z
        376  177 0000E470 ??4Normalizer2@icu@@QEAAAEAV01@AEBV01@@Z
        377  178 0000E470 ??4Normalizer2Factory@icu@@QEAAAEAV01@$$QEAV01@@Z
        378  179 0000E470 ??4Normalizer2Factory@icu@@QEAAAEAV01@AEBV01@@Z
        379  17A 00020DE0 ??4Normalizer2Impl@icu@@QEAAAEAV01@AEBV01@@Z
        380  17B 0003BD90 ??4ParsePosition@icu@@QEAAAEAV01@AEBV01@@Z
        381  17C 0000E470 ??4PatternProps@icu@@QEAAAEAV01@$$QEAV01@@Z
        382  17D 0000E470 ??4PatternProps@icu@@QEAAAEAV01@AEBV01@@Z
        383  17E 0000E470 ??4PluralMapBase@icu@@QEAAAEAV01@$$QEAV01@@Z
        384  17F 0000E470 ??4PluralMapBase@icu@@QEAAAEAV01@AEBV01@@Z
        385  180 0000E470 ??4Replaceable@icu@@QEAAAEAV01@AEBV01@@Z
        386  181 0001AF20 ??4ResourceArray@icu@@QEAAAEAV01@$$QEAV01@@Z
        387  182 0001AF40 ??4ResourceArray@icu@@QEAAAEAV01@AEBV01@@Z
        388  183 00046950 ??4ResourceBundle@icu@@QEAAAEAV01@AEBV01@@Z
        389  184 0001AF60 ??4ResourceTable@icu@@QEAAAEAV01@$$QEAV01@@Z
        390  185 0001AF90 ??4ResourceTable@icu@@QEAAAEAV01@AEBV01@@Z
        391  186 0003EA10 ??4RuleBasedBreakIterator@icu@@QEAAAEAV01@AEBV01@@Z
        392  187 0000E470 ??4ServiceListener@icu@@QEAAAEAV01@AEBV01@@Z
        393  188 0004ADA0 ??4SharedObject@icu@@QEAAAEAV01@AEBV01@@Z
        394  189 0004AE80 ??4SimpleFormatter@icu@@QEAAAEAV01@AEBV01@@Z
        395  18A 00047840 ??4StringCharacterIterator@icu@@QEAAAEAV01@AEBV01@@Z
        396  18B 0001CC10 ??4StringEnumeration@icu@@QEAAAEAV01@AEBV01@@Z
        397  18C 00017AE0 ??4StringPiece@icu@@QEAAAEAV01@$$QEAV01@@Z
        398  18D 00017B00 ??4StringPiece@icu@@QEAAAEAV01@AEBV01@@Z
        399  18E 0001CBD0 ??4StringTrieBuilder@icu@@QEAAAEAV01@AEBV01@@Z
        400  18F 0000E470 ??4SymbolTable@icu@@QEAAAEAV01@AEBV01@@Z
        401  190 0005C8E0 ??4UCharCharacterIterator@icu@@QEAAAEAV01@AEBV01@@Z
        402  191 0001AFC0 ??4UCharsDictionaryMatcher@icu@@QEAAAEAV01@AEBV01@@Z
        403  192 0000E470 ??4UMemory@icu@@QEAAAEAV01@$$QEAV01@@Z
        404  193 0000E470 ??4UMemory@icu@@QEAAAEAV01@AEBV01@@Z
        405  194 0000E470 ??4UObject@icu@@QEAAAEAV01@AEBV01@@Z
        406  195 000A2700 ??4UStringEnumeration@icu@@QEAAAEAV01@AEBV01@@Z
        407  196 0000E470 ??4UnicodeFilter@icu@@QEAAAEAV01@AEBV01@@Z
        408  197 0000E470 ??4UnicodeFunctor@icu@@QEAAAEAV01@AEBV01@@Z
        409  198 0000E470 ??4UnicodeMatcher@icu@@QEAAAEAV01@AEBV01@@Z
        410  199 0008AF30 ??4UnicodeSet@icu@@QEAAAEAV01@AEBV01@@Z
        411  19A 00017B20 ??4UnicodeString@icu@@QEAAAEAV01@$$QEAV01@@Z
        412  19B 00019B80 ??4UnicodeString@icu@@QEAAAEAV01@AEBV01@@Z
        413  19C 00017B30 ??4UnicodeString@icu@@QEAAAEAV01@H@Z
        414  19D 00017B70 ??4UnicodeString@icu@@QEAAAEAV01@_S@Z
        415  19E 0000E480 ??8?$MaybeStackArray@D$0CI@@icu@@AEAA_NAEBV01@@Z
        416  19F 000266A0 ??8DateInterval@icu@@UEBACAEBV01@@Z
        417  1A0 0000BF50 ??8Locale@icu@@QEBACAEBV01@@Z
        418  1A1 000323F0 ??8MessagePattern@icu@@QEBACAEBV01@@Z
        419  1A2 0003AE70 ??8Normalizer@icu@@QEBACAEBV01@@Z
        420  1A3 0003BDB0 ??8ParsePosition@icu@@QEBACAEBV01@@Z
        421  1A4 0003EBA0 ??8RuleBasedBreakIterator@icu@@UEBACAEBVBreakIterator@1@@Z
        422  1A5 000478A0 ??8StringCharacterIterator@icu@@UEBACAEBVForwardCharacterIterator@1@@Z
        423  1A6 000A2740 ??8StringEnumeration@icu@@UEBACAEBV01@@Z
        424  1A7 0005C910 ??8UCharCharacterIterator@icu@@UEBACAEBVForwardCharacterIterator@1@@Z
        425  1A8 000B2270 ??8UVector32@icu@@QEAACAEBV01@@Z
        426  1A9 000B2A80 ??8UVector64@icu@@QEAACAEBV01@@Z
        427  1AA 000B15F0 ??8UVector@icu@@QEAACAEBV01@@Z
        428  1AB 0008B0C0 ??8UnicodeSet@icu@@UEBACAEBV01@@Z
        429  1AC 00017BB0 ??8UnicodeString@icu@@QEBACAEBV01@@Z
        430  1AD 0004B7C0 ??8icu@@YACAEBVStringPiece@0@0@Z
        431  1AE 0000E4A0 ??9?$MaybeStackArray@D$0CI@@icu@@AEAA_NAEBV01@@Z
        432  1AF 0001AFE0 ??9BreakIterator@icu@@QEBACAEBV01@@Z
        433  1B0 0004ADC0 ??9CacheKeyBase@icu@@QEBACAEBV01@@Z
        434  1B1 0001AFE0 ??9DateInterval@icu@@QEBACAEBV01@@Z
        435  1B2 0001AFE0 ??9ForwardCharacterIterator@icu@@QEBACAEBV01@@Z
        436  1B3 0000BF20 ??9Locale@icu@@QEBACAEBV01@@Z
        437  1B4 00032470 ??9MessagePattern@icu@@QEBACAEBV01@@Z
        438  1B5 00024240 ??9Normalizer@icu@@QEBACAEBV01@@Z
        439  1B6 0003BDD0 ??9ParsePosition@icu@@QEBACAEBV01@@Z
        440  1B7 0001AFE0 ??9RuleBasedBreakIterator@icu@@QEBACAEBVBreakIterator@1@@Z
        441  1B8 000A2790 ??9StringEnumeration@icu@@UEBACAEBV01@@Z
        442  1B9 0001B010 ??9UVector32@icu@@QEAACAEBV01@@Z
        443  1BA 000B2AC0 ??9UVector64@icu@@QEAACAEBV01@@Z
        444  1BB 0001B030 ??9UVector@icu@@QEAACAEBV01@@Z
        445  1BC 00017C30 ??9UnicodeSet@icu@@QEBACAEBV01@@Z
        446  1BD 00017C50 ??9UnicodeString@icu@@QEBACAEBV01@@Z
        447  1BE 0001B050 ??A?$MaybeStackArray@D$0CI@@icu@@QEAAAEAD_J@Z
        448  1BF 0001B050 ??A?$MaybeStackArray@D$0CI@@icu@@QEBAAEBD_J@Z
        449  1C0 0001B060 ??ACharString@icu@@QEBADH@Z
        450  1C1 0001B070 ??AUVector@icu@@QEBAPEAXH@Z
        451  1C2 00017C70 ??AUnicodeString@icu@@QEBA_SH@Z
        452  1C3 0000C7C0 ??BChar16Ptr@icu@@QEBAPEA_SXZ
        453  1C4 0000C7C0 ??BConstChar16Ptr@icu@@QEBAPEB_SXZ
        454  1C5 0000E430 ??BErrorCode@icu@@QEAAAEAW4UErrorCode@@XZ
        455  1C6 0000E430 ??BErrorCode@icu@@QEAAPEAW4UErrorCode@@XZ
        456  1C7 00092430 ??Hicu@@YA?AVUnicodeString@0@AEBV10@0@Z
        457  1C8 00017C80 ??MUnicodeString@icu@@QEBACAEBV01@@Z
        458  1C9 00017CE0 ??NUnicodeString@icu@@QEBACAEBV01@@Z
        459  1CA 00017D40 ??OUnicodeString@icu@@QEBACAEBV01@@Z
        460  1CB 00017DA0 ??PUnicodeString@icu@@QEBACAEBV01@@Z
        461  1CC 0000C7C0 ??RCStr@icu@@QEBAPEBDXZ
        462  1CD 00017E00 ??YUnicodeString@icu@@QEAAAEAV01@AEBV01@@Z
        463  1CE 00017E40 ??YUnicodeString@icu@@QEAAAEAV01@H@Z
        464  1CF 00017E50 ??YUnicodeString@icu@@QEAAAEAV01@_S@Z
        465  1D0 000B4AC0 ??_7Appendable@icu@@6B@
        466  1D1 000B4CE0 ??_7BreakIterator@icu@@6B@
        467  1D2 000B4B38 ??_7ByteSink@icu@@6B@
        468  1D3 000B7AC8 ??_7BytesDictionaryMatcher@icu@@6B@
        469  1D4 000B7F28 ??_7BytesTrieBuilder@icu@@6B@
        470  1D5 000B45B8 ??_7CacheKeyBase@icu@@6B@
        471  1D6 000B7FF8 ??_7CanonicalIterator@icu@@6B@
        472  1D7 000B50C0 ??_7CharacterIterator@icu@@6B@
        473  1D8 000B4F70 ??_7CheckedArrayByteSink@icu@@6B@
        474  1D9 000B51D8 ??_7DateInterval@icu@@6B@
        475  1DA 000B4CC0 ??_7DictionaryMatcher@icu@@6B@
        476  1DB 000B5200 ??_7ErrorCode@icu@@6B@
        477  1DC 000B4F58 ??_7EventListener@icu@@6B@
        478  1DD 000B4E00 ??_7FilteredBreakIteratorBuilder@icu@@6B@
        479  1DE 000B5030 ??_7FilteredNormalizer2@icu@@6B@
        480  1DF 000B5198 ??_7ForwardCharacterIterator@icu@@6B@
        481  1E0 000B7AE8 ??_7ICULocaleService@icu@@6B@
        482  1E1 000B4F20 ??_7ICUNotifier@icu@@6B@
        483  1E2 000B7D28 ??_7ICUResourceBundleFactory@icu@@6B@
        484  1E3 000B7C40 ??_7ICUService@icu@@6B@
        485  1E4 000B4EF0 ??_7ICUServiceFactory@icu@@6B@
        486  1E5 000B7CD8 ??_7ICUServiceKey@icu@@6B@
        487  1E6 000B5570 ??_7IDNA@icu@@6B@
        488  1E7 000B8228 ??_7ListFormatter@icu@@6B@
        489  1E8 000B42E0 ??_7Locale@icu@@6B@
        490  1E9 000B5250 ??_7LocaleDisplayNames@icu@@6B@
        491  1EA 000B7BD8 ??_7LocaleKey@icu@@6B@
        492  1EB 000B7D70 ??_7LocaleKeyFactory@icu@@6B@
        493  1EC 000B8348 ??_7MessagePattern@icu@@6B@
        494  1ED 000B4FA0 ??_7Normalizer2@icu@@6B@
        495  1EE 000B4358 ??_7Normalizer2Impl@icu@@6B@
        496  1EF 000B8360 ??_7Normalizer@icu@@6B@
        497  1F0 000B5358 ??_7ParsePosition@icu@@6B@
        498  1F1 000B4B60 ??_7Replaceable@icu@@6B@
        499  1F2 000B84A0 ??_7ResourceBundle@icu@@6B@
        500  1F3 000B45F8 ??_7ResourceSink@icu@@6B@
        501  1F4 000B4BD8 ??_7ResourceValue@icu@@6B@
        502  1F5 000B8378 ??_7RuleBasedBreakIterator@icu@@6B@
        503  1F6 000B4DE0 ??_7ServiceListener@icu@@6B@
        504  1F7 000B4580 ??_7SharedObject@icu@@6B@
        505  1F8 000B7BA8 ??_7SimpleFactory@icu@@6B@
        506  1F9 000B8130 ??_7SimpleFilteredBreakIteratorBuilder@icu@@6B@
        507  1FA 000B7E10 ??_7SimpleLocaleKeyFactory@icu@@6B@
        508  1FB 000B84B8 ??_7StringCharacterIterator@icu@@6B@
        509  1FC 000B7DB8 ??_7StringEnumeration@icu@@6B@
        510  1FD 000B7E88 ??_7StringTrieBuilder@icu@@6B@
        511  1FE 000B5370 ??_7SymbolTable@icu@@6B@
        512  1FF 000B53C8 ??_7UCharCharacterIterator@icu@@6B@
        513  200 000B7AA8 ??_7UCharsDictionaryMatcher@icu@@6B@
        514  201 000B8708 ??_7UCharsTrieBuilder@icu@@6B@
        515  202 000B4270 ??_7UObject@icu@@6B@
        516  203 000B54A0 ??_7UStack@icu@@6B@
        517  204 000BA3A0 ??_7UStringEnumeration@icu@@6B@
        518  205 000B5218 ??_7UStringSet@icu@@6B@
        519  206 000BA6D8 ??_7UVector32@icu@@6B@
        520  207 000BA6F0 ??_7UVector64@icu@@6B@
        521  208 000B4258 ??_7UVector@icu@@6B@
        522  209 000B41D0 ??_7UnicodeFilter@icu@@6BUnicodeFunctor@1@@
        523  20A 000B41A0 ??_7UnicodeFilter@icu@@6BUnicodeMatcher@1@@
        524  20B 000B4B00 ??_7UnicodeFunctor@icu@@6B@
        525  20C 000B4210 ??_7UnicodeMatcher@icu@@6B@
        526  20D 000B40B8 ??_7UnicodeSet@icu@@6BUnicodeFunctor@1@@
        527  20E 000B4088 ??_7UnicodeSet@icu@@6BUnicodeMatcher@1@@
        528  20F 000BA380 ??_7UnicodeSetIterator@icu@@6B@
        529  210 000B4288 ??_7UnicodeString@icu@@6B@
        530  211 000B4A80 ??_7UnicodeStringAppendable@icu@@6B@
        531  212 000B4598 ??_7UnifiedCache@icu@@6B@
        532  213 000B53A8 ??_7UnifiedCacheBase@icu@@6B@
        533  214 0001B2B0 ??_FMutex@icu@@QEAAXXZ
        534  215 0000C3E0 ??_UUMemory@icu@@SAPEAX_K@Z
        535  216 0000C810 ??_VUMemory@icu@@SAXPEAX@Z
        536  217 0001EBE0 ?Append@CheckedArrayByteSink@icu@@UEAAXPEBDH@Z
        537  218 0000E400 ?Flush@ByteSink@icu@@UEAAXXZ
        538  219 000177A0 ?GetAppendBuffer@ByteSink@icu@@UEAAPEADHHPEADHPEAH@Z
        539  21A 0001EC70 ?GetAppendBuffer@CheckedArrayByteSink@icu@@UEAAPEADHHPEADHPEAH@Z
        540  21B 00018180 ?NumberOfBytesAppended@CheckedArrayByteSink@icu@@QEBAHXZ
        541  21C 00018190 ?NumberOfBytesWritten@CheckedArrayByteSink@icu@@QEBAHXZ
        542  21D 000181A0 ?Overflowed@CheckedArrayByteSink@icu@@QEBACXZ
        543  21E 0010A43C ?PREFIX_DELIMITER@ICUServiceKey@icu@@1_SB
        544  21F 0001ECC0 ?Reset@CheckedArrayByteSink@icu@@UEAAAEAV12@XZ
        545  220 000FFE7C ?STACK_CAPACITY@Edits@icu@@0HB
        546  221 00100274 ?TRANSFORM_NONE@DictionaryData@icu@@2HB
        547  222 00100278 ?TRANSFORM_OFFSET_MASK@DictionaryData@icu@@2HB
        548  223 00100284 ?TRANSFORM_TYPE_MASK@DictionaryData@icu@@2HB
        549  224 00100280 ?TRANSFORM_TYPE_OFFSET@DictionaryData@icu@@2HB
        550  225 0010027C ?TRIE_HAS_VALUES@DictionaryData@icu@@2HB
        551  226 00100138 ?TRIE_TYPE_BYTES@DictionaryData@icu@@2HB
        552  227 00100134 ?TRIE_TYPE_MASK@DictionaryData@icu@@2HB
        553  228 0010013C ?TRIE_TYPE_UCHARS@DictionaryData@icu@@2HB
        554  229 0008B200 ?_add@UnicodeSet@icu@@AEAAXAEBVUnicodeString@2@@Z
        555  22A 0008B2C0 ?_appendToPat@UnicodeSet@icu@@CAXAEAVUnicodeString@2@AEBV32@C@Z
        556  22B 0008B340 ?_appendToPat@UnicodeSet@icu@@CAXAEAVUnicodeString@2@HC@Z
        557  22C 0000AD70 ?_computeCountOfItemsToEvict@UnifiedCache@icu@@AEBAHXZ
        558  22D 0000B0F0 ?_fetch@UnifiedCache@icu@@AEBAXPEBUUHashElement@@AEAPEBVSharedObject@2@AEAW4UErrorCode@@@Z
        559  22E 0008A620 ?_flush@UnifiedCache@icu@@AEBACC@Z
        560  22F 0008B3E0 ?_generatePattern@UnicodeSet@icu@@AEBAAEAVUnicodeString@2@AEAV32@C@Z
        561  230 0000AE50 ?_get@UnifiedCache@icu@@AEBAXAEBVCacheKeyBase@2@AEAPEBVSharedObject@2@PEBXAEAW4UErrorCode@@@Z
        562  231 0000B090 ?_inProgress@UnifiedCache@icu@@AEBACPEBUUHashElement@@@Z
        563  232 0008A6C0 ?_inProgress@UnifiedCache@icu@@AEBACPEBVSharedObject@2@W4UErrorCode@@@Z
        564  233 000B2370 ?_init@UVector32@icu@@AEAAXHAEAW4UErrorCode@@@Z
        565  234 000B2BA0 ?_init@UVector64@icu@@AEAAXHAEAW4UErrorCode@@@Z
        566  235 00002F50 ?_init@UVector@icu@@AEAAXHAEAW4UErrorCode@@@Z
        567  236 0008A6E0 ?_isEvictable@UnifiedCache@icu@@AEBACPEBUUHashElement@@@Z
        568  237 0008A720 ?_nextElement@UnifiedCache@icu@@AEBAPEBUUHashElement@@XZ
        569  238 0000AEF0 ?_poll@UnifiedCache@icu@@AEBACAEBVCacheKeyBase@2@AEAPEBVSharedObject@2@AEAW4UErrorCode@@@Z
        570  239 0000ADB0 ?_put@UnifiedCache@icu@@AEBAXPEBUUHashElement@@PEBVSharedObject@2@W4UErrorCode@@@Z
        571  23A 0000AC10 ?_putIfAbsentAndGet@UnifiedCache@icu@@AEBAXAEBVCacheKeyBase@2@AEAPEBVSharedObject@2@AEAW4UErrorCode@@@Z
        572  23B 0000B000 ?_putNew@UnifiedCache@icu@@AEBAXAEBVCacheKeyBase@2@PEBVSharedObject@2@W4UErrorCode@@AEAW45@@Z
        573  23C 0008A770 ?_registerMaster@UnifiedCache@icu@@AEBAXPEBVCacheKeyBase@2@PEBVSharedObject@2@@Z
        574  23D 0000ACF0 ?_runEvictionSlice@UnifiedCache@icu@@AEBAXXZ
        575  23E 0008B5E0 ?_toPattern@UnicodeSet@icu@@AEBAAEAVUnicodeString@2@AEAV32@C@Z
        576  23F 00047DC0 ?acceptsListener@ICUService@icu@@MEBACAEBVEventListener@2@@Z
        577  240 0001F960 ?add@BytesTrieBuilder@icu@@QEAAAEAV12@VStringPiece@2@HAEAW4UErrorCode@@@Z
        578  241 0005B400 ?add@UCharsTrieBuilder@icu@@QEAAAEAV12@AEBVUnicodeString@2@HAEAW4UErrorCode@@@Z
        579  242 00028100 ?add@UStringSet@icu@@QEAACAEBVUnicodeString@2@AEAW4UErrorCode@@@Z
        580  243 00002600 ?add@UnicodeSet@icu@@AEAAXPEBHHC@Z
        581  244 0008B700 ?add@UnicodeSet@icu@@QEAAAEAV12@AEBVUnicodeString@2@@Z
        582  245 000028E0 ?add@UnicodeSet@icu@@QEAAAEAV12@H@Z
        583  246 00002850 ?add@UnicodeSet@icu@@UEAAAEAV12@HH@Z
        584  247 0008B790 ?addAll@UnicodeSet@icu@@QEAAAEAV12@AEBVUnicodeString@2@@Z
        585  248 0008B800 ?addAll@UnicodeSet@icu@@UEAAAEAV12@AEBV12@@Z
        586  249 00032550 ?addArgDoublePart@MessagePattern@icu@@AEAAXNHHAEAW4UErrorCode@@@Z
        587  24A 00036270 ?addCanonIterPropertyStarts@Normalizer2Impl@icu@@QEBAXPEBUUSetAdder@@AEAW4UErrorCode@@@Z
        588  24B 000362D0 ?addComposites@Normalizer2Impl@icu@@AEBAXPEBGAEAVUnicodeSet@2@@Z
        589  24C 0001B440 ?addElement@UVector32@icu@@QEAAXHAEAW4UErrorCode@@@Z
        590  24D 000B2C20 ?addElement@UVector64@icu@@QEAAX_JAEAW4UErrorCode@@@Z
        591  24E 000B1720 ?addElement@UVector@icu@@QEAAXHAEAW4UErrorCode@@@Z
        592  24F 00003850 ?addElement@UVector@icu@@QEAAXPEAXAEAW4UErrorCode@@@Z
        593  250 0000B140 ?addHardRef@UnifiedCache@icu@@AEBAHPEBVSharedObject@2@@Z
        594  251 00036390 ?addLcccChars@Normalizer2Impl@icu@@QEBAXAEAVUnicodeSet@2@@Z
        595  252 00032660 ?addLimitPart@MessagePattern@icu@@AEAAXHW4UMessagePatternPartType@@HHHAEAW4UErrorCode@@@Z
        596  253 0004A740 ?addListener@ICUNotifier@icu@@UEAAXPEBVEventListener@2@AEAW4UErrorCode@@@Z
        597  254 0008B8A0 ?addMatchSetTo@UnicodeSet@icu@@UEBAXAEAV12@@Z
        598  255 000326B0 ?addPart@MessagePattern@icu@@AEAAXW4UMessagePatternPartType@@HHHAEAW4UErrorCode@@@Z
        599  256 000363E0 ?addPropertyStarts@Normalizer2Impl@icu@@QEBAXPEBUUSetAdder@@AEAW4UErrorCode@@@Z
        600  257 0000C340 ?addRef@SharedObject@icu@@QEBAXXZ
        601  258 000924D0 ?addRef@UnicodeString@icu@@AEAAXXZ
        602  259 00026800 ?addReplace@Edits@icu@@QEAAXHH@Z
        603  25A 00026A30 ?addUnchanged@Edits@icu@@QEAAXH@Z
        604  25B 00028170 ?adopt@UStringSet@icu@@QEAACPEAVUnicodeString@2@AEAW4UErrorCode@@@Z
        605  25C 0003EDD0 ?adoptText@RuleBasedBreakIterator@icu@@UEAAXPEAVCharacterIterator@2@@Z
        606  25D 0001B490 ?aliasInstead@?$MaybeStackArray@D$0CI@@icu@@QEAAXPEADH@Z
        607  25E 000924E0 ?allocate@UnicodeString@icu@@AEAACH@Z
        608  25F 00001B40 ?allocateStrings@UnicodeSet@icu@@AEAACAEAW4UErrorCode@@@Z
        609  260 0001ECF0 ?append@BytesTrie@icu@@CAXAEAVByteSink@2@H@Z
        610  261 00006A00 ?append@CharString@icu@@QEAAAEAV12@AEBV12@AEAW4UErrorCode@@@Z
        611  262 000078D0 ?append@CharString@icu@@QEAAAEAV12@DAEAW4UErrorCode@@@Z
        612  263 00007790 ?append@CharString@icu@@QEAAAEAV12@PEBDHAEAW4UErrorCode@@@Z
